DivisionNm,CountNumber,BallotPosition,Surname,GivenNm,PartyAb,PartyNm,Elected,PreferenceCount,PreferencePercent,TransferCount,TransferPercent,Winner,DistributingBallotPosition,DistributingSurname,DistributingGivenNm,DistributingPartyAb,DistributingPartyNm
Rockhampton,0,7,OBRIEN,Torin,ONP,Pauline Hanson's One Nation Queensland Division,N,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Rockhampton,0,8,CRANGLE,Paul,UAP,Clive Palmer's United Australia Party,N,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Rockhampton,0,9,BARNARD,Laura,LCQP,Legalise Cannabis Qld (Party),N,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Rockhampton,0,10,Exhausted,Exhausted,Exhausted,Exhausted,N,0,0,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Sandgate,0,1,MILES,Rodney,ONP,Pauline Hanson's One Nation Queensland Division,N,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Sandgate,0,2,SIEMSEN,Clark,LNP,Liberal National Party of Queensland,N,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Sandgate,0,3,MILHAM,Todd,IND,Independent,N,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Sandgate,0,4,HINCHLIFFE,Stirling,ALP,Australian Labor Party (State of Queensland),Y,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Sandgate,0,5,LE ROY,Miree,The Greens,Queensland Greens,N,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Sandgate,0,6,Exhausted,Exhausted,Exhausted,Exhausted,N,0,0,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Scenic Rim,0,1,STANTON,Luz,ALP,Australian Labor Party (State of Queensland),N,,,0,0,LNP,First Pref,First Pref,First Pref,First Pref,First Pref
Scenic Rim,0,2,KRAUSE,Jon,LNP,Liberal National Party of Queensland,Y,,,0,0,LNP,First Pref,First Pref,First Pref,First Pref,First Pref
Scenic Rim,0,3,FOWLER,Bradley,UAP,Clive Palmer's United Australia Party,N,,,0,0,LNP,First Pref,First Pref,First Pref,First Pref,First Pref
Scenic Rim,0,4,HUSBANDS,Deborah,IMOP,Informed Medical Options Party (IMOP),N,,,0,0,LNP,First Pref,First Pref,First Pref,First Pref,First Pref
Scenic Rim,0,5,HENSELIN,Paul,ONP,Pauline Hanson's One Nation Queensland Division,N,,,0,0,LNP,First Pref,First Pref,First Pref,First Pref,First Pref
Scenic Rim,0,6,AGNOLETTO,Pietro,The Greens,Queensland Greens,N,,,0,0,LNP,First Pref,First Pref,First Pref,First Pref,First Pref
Scenic Rim,0,7,Exhausted,Exhausted,Exhausted,Exhausted,N,0,0,0,0,LNP,First Pref,First Pref,First Pref,First Pref,First Pref
South Brisbane,0,1,TRAD,Jackie,ALP,Australian Labor Party (State of Queensland),N,,,0,0,The Greens,First Pref,First Pref,First Pref,First Pref,First Pref
South Brisbane,0,2,MEYER,John,IND,Independent,N,,,0,0,The Greens,First Pref,First Pref,First Pref,First Pref,First Pref
South Brisbane,0,3,THORNE,Marcus,UAP,Clive Palmer's United Australia Party,N,,,0,0,The Greens,First Pref,First Pref,First Pref,First Pref,First Pref
South Brisbane,0,4,MACMAHON,Amy,The Greens,Queensland Greens,Y,,,0,0,The Greens,First Pref,First Pref,First Pref,First Pref,First Pref
South Brisbane,0,5,TAXIS,Rosalie,ONP,Pauline Hanson's One Nation Queensland Division,N,,,0,0,The Greens,First Pref,First Pref,First Pref,First Pref,First Pref
South Brisbane,0,6,GREHAN,Clem,LNP,Liberal National Party of Queensland,N,,,0,0,The Greens,First Pref,First Pref,First Pref,First Pref,First Pref
South Brisbane,0,7,JIGGENS,John,IND,Independent,N,,,0,0,The Greens,First Pref,First Pref,First Pref,First Pref,First Pref
South Brisbane,0,8,Exhausted,Exhausted,Exhausted,Exhausted,N,0,0,0,0,The Greens,First Pref,First Pref,First Pref,First Pref,First Pref
Southern Downs,0,1,HENDERSON,Tom,The Greens,Queensland Greens,N,,,0,0,LNP,First Pref,First Pref,First Pref,First Pref,First Pref
Southern Downs,0,2,RICHTERS,Joel,ALP,Australian Labor Party (State of Queensland),N,,,0,0,LNP,First Pref,First Pref,First Pref,First Pref,First Pref
Southern Downs,0,3,LISTER,James,LNP,Liberal National Party of Queensland,Y,,,0,0,LNP,First Pref,First Pref,First Pref,First Pref,First Pref
Southern Downs,0,4,RICHARDSON,Malcolm,SFF,"Shooters, Fishers and Farmers Party (QLD)",N,,,0,0,LNP,First Pref,First Pref,First Pref,First Pref,First Pref
Southern Downs,0,5,WALDRON,Deborah,LCQP,Legalise Cannabis Qld (Party),N,,,0,0,LNP,First Pref,First Pref,First Pref,First Pref,First Pref
Southern Downs,0,6,MOULDEN,Rosemary,ONP,Pauline Hanson's One Nation Queensland Division,N,,,0,0,LNP,First Pref,First Pref,First Pref,First Pref,First Pref
Southern Downs,0,7,Exhausted,Exhausted,Exhausted,Exhausted,N,0,0,0,0,LNP,First Pref,First Pref,First Pref,First Pref,First Pref
Southport,0,1,QUINN,Alan,The Greens,Queensland Greens,N,,,0,0,LNP,First Pref,First Pref,First Pref,First Pref,First Pref
Southport,0,2,FELIX,Raphael,ONP,Pauline Hanson's One Nation Queensland Division,N,,,0,0,LNP,First Pref,First Pref,First Pref,First Pref,First Pref
Southport,0,3,LAMBERT,Brett,IND,Independent,N,,,0,0,LNP,First Pref,First Pref,First Pref,First Pref,First Pref
Southport,0,4,MOLHOEK,Rob,LNP,Liberal National Party of Queensland,Y,,,0,0,LNP,First Pref,First Pref,First Pref,First Pref,First Pref
Southport,0,5,GALLAGHER,Susie,ALP,Australian Labor Party (State of Queensland),N,,,0,0,LNP,First Pref,First Pref,First Pref,First Pref,First Pref
Southport,0,6,DRAKE,Jack,CLMP,Civil Liberties & Motorists Party,N,,,0,0,LNP,First Pref,First Pref,First Pref,First Pref,First Pref
Southport,0,7,AVDJIEVA,Maria,UAP,Clive Palmer's United Australia Party,N,,,0,0,LNP,First Pref,First Pref,First Pref,First Pref,First Pref
Southport,0,8,Exhausted,Exhausted,Exhausted,Exhausted,N,0,0,0,0,LNP,First Pref,First Pref,First Pref,First Pref,First Pref
Springwood,0,1,DE BRENNI,Mick,ALP,Australian Labor Party (State of Queensland),Y,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Springwood,0,2,LEO,Janina,The Greens,Queensland Greens,N,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Springwood,0,3,RUSH,Judy,Animal Justice Party,Animal Justice Party (Queensland),N,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Springwood,0,4,BOULTON,Kirrily,LNP,Liberal National Party of Queensland,N,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Springwood,0,5,COOKSON,Glen,ONP,Pauline Hanson's One Nation Queensland Division,N,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Springwood,0,6,SOKOLOV,George,UAP,Clive Palmer's United Australia Party,N,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Springwood,0,7,SGANZERLA,Ian,CLMP,Civil Liberties & Motorists Party,N,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Springwood,0,8,Exhausted,Exhausted,Exhausted,Exhausted,N,0,0,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Stafford,0,1,HODGES,Jeff,CLMP,Civil Liberties & Motorists Party,N,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Stafford,0,2,BATES,Stephen,The Greens,Queensland Greens,N,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Stafford,0,3,SANGJITPHUN,Ed,LNP,Liberal National Party of Queensland,N,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Stafford,0,4,DWYER,Kerrie,ONP,Pauline Hanson's One Nation Queensland Division,N,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Stafford,0,5,CONCIATORE,Anthony,IND,Independent,N,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Stafford,0,6,SULLIVAN,Jimmy,ALP,Australian Labor Party (State of Queensland),Y,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Stafford,0,7,Exhausted,Exhausted,Exhausted,Exhausted,N,0,0,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Stretton,0,1,CHEKHUNOV,Alexey,ONP,Pauline Hanson's One Nation Queensland Division,N,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Stretton,0,2,ZHUANG,Peter,LNP,Liberal National Party of Queensland,N,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Stretton,0,3,PEGG,Duncan,ALP,Australian Labor Party (State of Queensland),Y,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Stretton,0,4,WILDIN,Andrea,The Greens,Queensland Greens,N,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Stretton,0,5,Exhausted,Exhausted,Exhausted,Exhausted,N,0,0,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Surfers Paradise,0,1,SCHULTZ,Leeanne,ONP,Pauline Hanson's One Nation Queensland Division,N,,,0,0,LNP,First Pref,First Pref,First Pref,First Pref,First Pref
Surfers Paradise,0,2,MCKAY,Roger,UAP,Clive Palmer's United Australia Party,N,,,0,0,LNP,First Pref,First Pref,First Pref,First Pref,First Pref
Surfers Paradise,0,3,BAILEY,Brianna,ALP,Australian Labor Party (State of Queensland),N,,,0,0,LNP,First Pref,First Pref,First Pref,First Pref,First Pref
Surfers Paradise,0,4,LANGBROEK,John-Paul,LNP,Liberal National Party of Queensland,Y,,,0,0,LNP,First Pref,First Pref,First Pref,First Pref,First Pref
Surfers Paradise,0,5,QUINN,Nelson,The Greens,Queensland Greens,N,,,0,0,LNP,First Pref,First Pref,First Pref,First Pref,First Pref
Surfers Paradise,0,6,Exhausted,Exhausted,Exhausted,Exhausted,N,0,0,0,0,LNP,First Pref,First Pref,First Pref,First Pref,First Pref
Theodore,0,1,BELL,Tracey,ALP,Australian Labor Party (State of Queensland),N,,,0,0,LNP,First Pref,First Pref,First Pref,First Pref,First Pref
Theodore,0,2,BOOTHMAN,Mark,LNP,Liberal National Party of Queensland,Y,,,0,0,LNP,First Pref,First Pref,First Pref,First Pref,First Pref
Theodore,0,3,WOODLOCK,John,The Greens,Queensland Greens,N,,,0,0,LNP,First Pref,First Pref,First Pref,First Pref,First Pref
Theodore,0,4,HOLLAND,Anita,ONP,Pauline Hanson's One Nation Queensland Division,N,,,0,0,LNP,First Pref,First Pref,First Pref,First Pref,First Pref
Theodore,0,5,MARKS,Robert,UAP,Clive Palmer's United Australia Party,N,,,0,0,LNP,First Pref,First Pref,First Pref,First Pref,First Pref
Theodore,0,6,OXENFORD,Gale,IND,Independent,N,,,0,0,LNP,First Pref,First Pref,First Pref,First Pref,First Pref
Theodore,0,7,Exhausted,Exhausted,Exhausted,Exhausted,N,0,0,0,0,LNP,First Pref,First Pref,First Pref,First Pref,First Pref
Thuringowa,0,1,ALEXANDER,Jeni,ONP,Pauline Hanson's One Nation Queensland Division,N,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Thuringowa,0,2,HARDISTY,Heidi,The Greens,Queensland Greens,N,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Thuringowa,0,3,WOOD,Julianne,KAP,Katter's Australian Party (KAP),N,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Thuringowa,0,4,TURNER,Michael (Blu),UAP,Clive Palmer's United Australia Party,N,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Thuringowa,0,5,HARPER,Aaron,ALP,Australian Labor Party (State of Queensland),Y,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Thuringowa,0,6,MARR,Natalie,LNP,Liberal National Party of Queensland,N,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Thuringowa,0,7,Exhausted,Exhausted,Exhausted,Exhausted,N,0,0,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Toohey,0,1,CRAZE,Warren,LNP,Liberal National Party of Queensland,N,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Toohey,0,2,ROEL,Claudia,ONP,Pauline Hanson's One Nation Queensland Division,N,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Toohey,0,3,GARTON,Claire,The Greens,Queensland Greens,N,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Toohey,0,4,PETERSON,Nikolas,LCQP,Legalise Cannabis Qld (Party),N,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Toohey,0,5,RUSSO,Peter,ALP,Australian Labor Party (State of Queensland),Y,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Toohey,0,6,Exhausted,Exhausted,Exhausted,Exhausted,N,0,0,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Toowoomba North,0,1,HUMPHREY,Ron,ONP,Pauline Hanson's One Nation Queensland Division,N,,,0,0,LNP,First Pref,First Pref,First Pref,First Pref,First Pref
Toowoomba North,0,2,WATTS,Trevor,LNP,Liberal National Party of Queensland,Y,,,0,0,LNP,First Pref,First Pref,First Pref,First Pref,First Pref
Toowoomba North,0,3,SOKOLOVA,Stella,UAP,Clive Palmer's United Australia Party,N,,,0,0,LNP,First Pref,First Pref,First Pref,First Pref,First Pref
Toowoomba North,0,4,NELLIGAN,Alyce,The Greens,Queensland Greens,N,,,0,0,LNP,First Pref,First Pref,First Pref,First Pref,First Pref
Toowoomba North,0,5,O'HARA SULLIVAN,Megan,ALP,Australian Labor Party (State of Queensland),N,,,0,0,LNP,First Pref,First Pref,First Pref,First Pref,First Pref
Toowoomba North,0,6,Exhausted,Exhausted,Exhausted,Exhausted,N,0,0,0,0,LNP,First Pref,First Pref,First Pref,First Pref,First Pref
Toowoomba South,0,1,KOZLOWSKI,Dylan,ONP,Pauline Hanson's One Nation Queensland Division,N,,,0,0,LNP,First Pref,First Pref,First Pref,First Pref,First Pref
Toowoomba South,0,2,COYNE,Thomas,The Greens,Queensland Greens,N,,,0,0,LNP,First Pref,First Pref,First Pref,First Pref,First Pref
Toowoomba South,0,3,TURNER,Allan,UAP,Clive Palmer's United Australia Party,N,,,0,0,LNP,First Pref,First Pref,First Pref,First Pref,First Pref
Toowoomba South,0,4,JANETZKI,David,LNP,Liberal National Party of Queensland,Y,,,0,0,LNP,First Pref,First Pref,First Pref,First Pref,First Pref
Toowoomba South,0,5,BERRY,Robert,IND,Independent,N,,,0,0,LNP,First Pref,First Pref,First Pref,First Pref,First Pref
Toowoomba South,0,6,KRAUSE,Susan,ALP,Australian Labor Party (State of Queensland),N,,,0,0,LNP,First Pref,First Pref,First Pref,First Pref,First Pref
Toowoomba South,0,7,Exhausted,Exhausted,Exhausted,Exhausted,N,0,0,0,0,LNP,First Pref,First Pref,First Pref,First Pref,First Pref
Townsville,0,1,MCMAHON,Toni,IMOP,Informed Medical Options Party (IMOP),N,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Townsville,0,2,SCHWARZ,Joshua,KAP,Katter's Australian Party (KAP),N,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Townsville,0,3,STEWART,Scott,ALP,Australian Labor Party (State of Queensland),Y,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Townsville,0,4,GRUMBERG,Samara,Animal Justice Party,Animal Justice Party (Queensland),N,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Townsville,0,5,HATHAWAY,John,LNP,Liberal National Party of Queensland,N,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Townsville,0,6,DOWLING,Greg,UAP,Clive Palmer's United Australia Party,N,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Townsville,0,7,HAWKS,Clynton,NQF,North Queensland First,N,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Townsville,0,8,CLARKSON,Clive,ONP,Pauline Hanson's One Nation Queensland Division,N,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Townsville,0,9,O'GRADY,Tom,The Greens,Queensland Greens,N,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Townsville,0,10,Exhausted,Exhausted,Exhausted,Exhausted,N,0,0,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Traeger,0,1,BAMBRICK,James,ALP,Australian Labor Party (State of Queensland),N,,,0,0,KAP,First Pref,First Pref,First Pref,First Pref,First Pref
Traeger,0,2,HORVATH,Kristian,The Greens,Queensland Greens,N,,,0,0,KAP,First Pref,First Pref,First Pref,First Pref,First Pref
Traeger,0,3,KATTER,Robbie,KAP,Katter's Australian Party (KAP),Y,,,0,0,KAP,First Pref,First Pref,First Pref,First Pref,First Pref
Traeger,0,4,SMITH,Marnie,LNP,Liberal National Party of Queensland,N,,,0,0,KAP,First Pref,First Pref,First Pref,First Pref,First Pref
Traeger,0,5,COLLINS,Phillip,UAP,Clive Palmer's United Australia Party,N,,,0,0,KAP,First Pref,First Pref,First Pref,First Pref,First Pref
Traeger,0,6,SCRIVEN,Craig H.B,IND,Independent,N,,,0,0,KAP,First Pref,First Pref,First Pref,First Pref,First Pref
Traeger,0,7,Exhausted,Exhausted,Exhausted,Exhausted,N,0,0,0,0,KAP,First Pref,First Pref,First Pref,First Pref,First Pref
Warrego,0,1,GURNETT,Rick,KAP,Katter's Australian Party (KAP),N,,,0,0,LNP,First Pref,First Pref,First Pref,First Pref,First Pref
Warrego,0,2,SANDERSON,Joshua,The Greens,Queensland Greens,N,,,0,0,LNP,First Pref,First Pref,First Pref,First Pref,First Pref
Warrego,0,3,STONE,Mark,IND,Independent,N,,,0,0,LNP,First Pref,First Pref,First Pref,First Pref,First Pref
Warrego,0,4,COYNE,Joshua,ONP,Pauline Hanson's One Nation Queensland Division,N,,,0,0,LNP,First Pref,First Pref,First Pref,First Pref,First Pref
Warrego,0,5,LEAHY,Ann,LNP,Liberal National Party of Queensland,Y,,,0,0,LNP,First Pref,First Pref,First Pref,First Pref,First Pref
Warrego,0,6,O'BRIEN,Mark,ALP,Australian Labor Party (State of Queensland),N,,,0,0,LNP,First Pref,First Pref,First Pref,First Pref,First Pref
Warrego,0,7,Exhausted,Exhausted,Exhausted,Exhausted,N,0,0,0,0,LNP,First Pref,First Pref,First Pref,First Pref,First Pref
Waterford,0,1,CASWELL,Andrew,LNP,Liberal National Party of Queensland,N,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Waterford,0,2,SMART,Lachlan,The Greens,Queensland Greens,N,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Waterford,0,3,FENTIMAN,Shannon,ALP,Australian Labor Party (State of Queensland),Y,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Waterford,0,4,MILLER,Kim,ONP,Pauline Hanson's One Nation Queensland Division,N,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Waterford,0,5,OLSEN,Ben,CLMP,Civil Liberties & Motorists Party,N,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Waterford,0,6,CARTER,Lanai,IND,Independent,N,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Waterford,0,7,Exhausted,Exhausted,Exhausted,Exhausted,N,0,0,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Whitsunday,0,1,HILDER,Paul,LCQP,Legalise Cannabis Qld (Party),N,,,0,0,LNP,First Pref,First Pref,First Pref,First Pref,First Pref
Whitsunday,0,2,CAMM,Amanda,LNP,Liberal National Party of Queensland,Y,,,0,0,LNP,First Pref,First Pref,First Pref,First Pref,First Pref
Whitsunday,0,3,ARMSTRONG,Greg,UAP,Clive Palmer's United Australia Party,N,,,0,0,LNP,First Pref,First Pref,First Pref,First Pref,First Pref
Whitsunday,0,4,BARRETT,Emma,The Greens,Queensland Greens,N,,,0,0,LNP,First Pref,First Pref,First Pref,First Pref,First Pref
Whitsunday,0,5,KELLY,Angie,ALP,Australian Labor Party (State of Queensland),N,,,0,0,LNP,First Pref,First Pref,First Pref,First Pref,First Pref
Whitsunday,0,6,LAWSON,Deb,ONP,Pauline Hanson's One Nation Queensland Division,N,,,0,0,LNP,First Pref,First Pref,First Pref,First Pref,First Pref
Whitsunday,0,7,COSTIGAN,Jason,NQF,North Queensland First,N,,,0,0,LNP,First Pref,First Pref,First Pref,First Pref,First Pref
Whitsunday,0,8,PATERSON,Ciaron,KAP,Katter's Australian Party (KAP),N,,,0,0,LNP,First Pref,First Pref,First Pref,First Pref,First Pref
Whitsunday,0,9,Exhausted,Exhausted,Exhausted,Exhausted,N,0,0,0,0,LNP,First Pref,First Pref,First Pref,First Pref,First Pref
Woodridge,0,1,DICK,Cameron,ALP,Australian Labor Party (State of Queensland),Y,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Woodridge,0,2,BAUER,Russell,LNP,Liberal National Party of Queensland,N,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Woodridge,0,3,BENNETT,Valerie,The Greens,Queensland Greens,N,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Woodridge,0,4,VALENTINE,Lann,ONP,Pauline Hanson's One Nation Queensland Division,N,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Woodridge,0,5,Exhausted,Exhausted,Exhausted,Exhausted,N,0,0,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
