DivisionID,DivisionNm,GivenNm,Surname,BallotPosition,Elected,PartyNm,PartyAb,TotalVotes
198,Ballarat,Alex,GRAHAM,3,N,Independent,IND,2044
198,Ballarat,Kerryn,SEDGMAN,4,N,Australian Federation Party,CYA,682
198,Ballarat,Terri Elizabeth,PRYSE-SMITH,5,N,United Australia Party,UAPP,3693
198,Ballarat,Rosalie,TAXIS,6,N,Pauline Hanson's One Nation,ON,3476
198,Ballarat,Julia,McGRATH,7,N,Liberal Democrats,LDP,3216
198,Ballarat,Catherine,KING,8,Y,Australian Labor Party,ALP,43171
198,Ballarat,Informal,Informal,999,N,Independent,,5109
200,Bendigo,James,LAURIE,1,N,Independent,IND,4319
200,Bendigo,Lisa,CHESTERS,2,Y,Australian Labor Party,ALP,42883
200,Bendigo,Darin,SCHADE,3,N,Liberal,LP,26576
200,Bendigo,Cate,SINCLAIR,4,N,The Greens,GRN,14026
200,Bendigo,Matt,BANSEMER,5,N,Liberal Democrats,LDP,2888
200,Bendigo,Ben,MIHAIL,6,N,Pauline Hanson's One Nation,ON,5508
200,Bendigo,Elijah,SUARES,7,N,United Australia Party,UAPP,3579
200,Bendigo,Informal,Informal,999,N,Independent,,3764
201,Bruce,Christine,SKROBO,1,N,Liberal Democrats,LDP,4821
201,Bruce,Matt,BABET,2,N,United Australia Party,UAPP,8299
201,Bruce,Hayley,DEANS,3,N,Pauline Hanson's One Nation,ON,4544
201,Bruce,Julian,HILL,4,Y,Australian Labor Party,ALP,39516
201,Bruce,James,MOODY,5,N,Liberal,LP,28837
201,Bruce,Matthew,KIRWAN,6,N,The Greens,GRN,9273
201,Bruce,Informal,Informal,999,N,Independent,,4321
203,Calwell,Mark,PRESTON,1,N,Pauline Hanson's One Nation,ON,5957
203,Calwell,Tim,STAKER-GUNN,2,N,Liberal,LP,20111
203,Calwell,Natalie,ABBOUD,3,N,The Greens,GRN,8277
203,Calwell,Maria,VAMVAKINOU,4,Y,Australian Labor Party,ALP,38127
203,Calwell,Joshua,NAIM,5,N,United Australia Party,UAPP,7578
203,Calwell,Jerome,SMALL,6,N,Victorian Socialists,VNS,3433
203,Calwell,Maria,BENGTSSON,7,N,Australian Federation Party,CYA,1512
203,Calwell,Informal,Informal,999,N,Independent,,5724
204,Casey,Jenny,GAME,1,N,The Greens,GRN,12894
204,Casey,Craig,COLE,2,N,Independent,IND,3455
204,Casey,Andrew,KLOP,3,N,Animal Justice Party,AJP,1844
204,Casey,Aaron,VIOLI,4,Y,Liberal,LP,36347
204,Casey,Bill,BRINDLE,5,N,Australian Labor Party,ALP,24779
204,Casey,Paul,MURPHY,6,N,Pauline Hanson's One Nation,ON,3260
204,Casey,Chris,FIELD,7,N,Australian Federation Party,CYA,686
204,Casey,Trevor Walter,SMITH,8,N,Liberal Democrats,LDP,2008
204,Casey,Peter,SULLIVAN,9,N,Derryn Hinch's Justice Party,DHJP,1207
204,Casey,Anthony Sebastian,BELLVE,10,N,United Australia Party,UAPP,4834
204,Casey,Claire,FERRES MILES,11,N,Independent,IND,8307
204,Casey,Informal,Informal,999,N,Independent,,6652
205,Chisholm,Gladys,LIU,1,N,Liberal,LP,35038
205,Chisholm,Thomas,STANFIELD,2,N,Derryn Hinch's Justice Party,DHJP,946
205,Chisholm,Anthea,ANTONIE,3,N,Australian Federation Party,CYA,567
205,Chisholm,Aaron,TYRRELL,4,N,Pauline Hanson's One Nation,ON,1377
205,Chisholm,Rod,WHITFIELD,5,N,Animal Justice Party,AJP,1122
205,Chisholm,Ryan,DARE,6,N,Citizens Party,CEC,384
205,Chisholm,Ethelyn,KING,7,N,Liberal Democrats,LDP,1620
205,Chisholm,Sarah,NEWMAN,8,N,The Greens,GRN,12130
205,Chisholm,Melanie Merle,KEMPSON,9,N,United Australia Party,UAPP,2295
205,Chisholm,Dominique,MURPHY,10,N,Independent,IND,1590
205,Chisholm,Wayne,TSENG,11,N,Independent,IND,757
205,Chisholm,Carina,GARLAND,12,Y,Australian Labor Party,ALP,38692
205,Chisholm,Informal,Informal,999,N,Independent,,4763
320,Cooper,Rabin,BANGAAR,1,N,Animal Justice Party,AJP,2207
320,Cooper,Kath,LARKIN,2,N,Victorian Socialists,VNS,3250
320,Cooper,Celeste,LIDDLE,3,N,The Greens,GRN,25648
320,Cooper,Adrian,WHITEHEAD,4,N,"FUSION: Science, Pirate, Secular, Climate Emergency",SOPA,1585
320,Cooper,Jadon,ATKINSON,5,N,Liberal,LP,15329
320,Cooper,Adam,LA ROSA,6,N,United Australia Party,UAPP,4170
320,Cooper,William Tristan,TURNER,7,N,Pauline Hanson's One Nation,ON,2807
320,Cooper,Ged,KEARNEY,8,Y,Australian Labor Party,ALP,38754
320,Cooper,Informal,Informal,999,N,Independent,,4169
328,Corangamite,Stephen,JUHASZ,1,N,Australian Federation Party,CYA,868
328,Corangamite,Alex,MARSHALL,2,N,The Greens,GRN,15349
328,Corangamite,Libby,COKER,3,Y,Australian Labor Party,ALP,38573
328,Corangamite,Meg,WATKINS,4,N,Animal Justice Party,AJP,1986
328,Corangamite,Stephanie,ASHER,5,N,Liberal,LP,34463
328,Corangamite,Paul,BARKER,6,N,Liberal Democrats,LDP,2526
328,Corangamite,Luke,SORENSEN,7,N,Pauline Hanson's One Nation,ON,2548
328,Corangamite,Daniel William,ABOU-ZEID,8,N,United Australia Party,UAPP,3233
328,Corangamite,Jean-Marie,D'ARGENT,9,N,Derryn Hinch's Justice Party,DHJP,1421
328,Corangamite,Informal,Informal,999,N,Independent,,4088
208,Corio,Sue,BULL,1,N,Socialist Alliance,SAL,2444
208,Corio,Jessica,TAYLOR,2,N,Australian Federation Party,CYA,1080
208,Corio,Manish,PATEL,3,N,Liberal,LP,23822
208,Corio,Simon,NORTHEAST,4,N,The Greens,GRN,14450
208,Corio,Robert,JONES,5,N,Pauline Hanson's One Nation,ON,3788
208,Corio,Naomi,ADAMS,6,N,Animal Justice Party,AJP,2350
208,Corio,Max,PAYNE,7,N,Liberal Democrats,LDP,3383
208,Corio,Shane,MURDOCK,8,N,United Australia Party,UAPP,4781
208,Corio,Richard,MARLES,9,Y,Australian Labor Party,ALP,40846
208,Corio,Informal,Informal,999,N,Independent,,5341
209,Deakin,Matt,GREGG,1,N,Australian Labor Party,ALP,32844
209,Deakin,Rob,HUMPHREYS,2,N,The Greens,GRN,13904
209,Deakin,Qian,LIU,3,N,Independent,IND,1271
209,Deakin,Katherine,DOLHEGUY,4,N,Animal Justice Party,AJP,1650
209,Deakin,Harrison,CARR,5,N,Liberal Democrats,LDP,1843
209,Deakin,Michael,SUKKAR,6,Y,Liberal,LP,41626
209,Deakin,Judith,THOMPSON,7,N,Derryn Hinch's Justice Party,DHJP,1080
209,Deakin,Bianca Joy,GIDLEY,8,N,United Australia Party,UAPP,2836
209,Deakin,Samantha,BASTIN,9,N,Australian Federation Party,CYA,909
209,Deakin,Natasha,COUGHLAN,10,N,Pauline Hanson's One Nation,ON,2306
209,Deakin,Informal,Informal,999,N,Independent,,4419
210,Dunkley,Darren,BERGWERF,1,N,Independent,IND,3698
210,Dunkley,Peta,MURPHY,2,Y,Australian Labor Party,ALP,38506
210,Dunkley,Damian,WILLIS,3,N,Liberal Democrats,LDP,2398
210,Dunkley,Elizabeth,JOHNSTON,4,N,Animal Justice Party,AJP,2013
210,Dunkley,Liam,O'BRIEN,5,N,The Greens,GRN,9898
210,Dunkley,Sharn,COOMBES,6,N,Liberal,LP,31108
210,Dunkley,Scott,MIDDLEBROOK,7,N,Pauline Hanson's One Nation,ON,2689
210,Dunkley,Kathryn,WOODS,8,N,Australian Federation Party,CYA,566
210,Dunkley,Adrian Kain,IRVINE,9,N,United Australia Party,UAPP,4846
210,Dunkley,Informal,Informal,999,N,Independent,,4750
211,Flinders,Alex,VAN DER END,1,N,United Australia Party,UAPP,4472
211,Flinders,Cyndi,MARR,2,N,Pauline Hanson's One Nation,ON,3373
211,Flinders,Chrysten,ABRAHAM,3,N,Liberal Democrats,LDP,2366
211,Flinders,Zoe,McKENZIE,4,Y,Liberal,LP,43013
211,Flinders,Jefferson,EARL,5,N,Australian Federation Party,CYA,486
211,Flinders,Colin,LANE,6,N,The Greens,GRN,9293
211,Flinders,Sarah,RUSSELL,7,N,Independent,IND,5189
211,Flinders,Surbhi,SNOWBALL,8,N,Australian Labor Party,ALP,21487
211,Flinders,Despi,O'CONNOR,9,N,Independent,IND,7163
211,Flinders,Pamela,ENGELANDER,10,N,Animal Justice Party,AJP,2060
211,Flinders,Informal,Informal,999,N,Independent,,5687
321,Fraser,David,WOOD,1,N,Liberal,LP,22730
321,Fraser,Daniel,MULINO,2,Y,Australian Labor Party,ALP,38732
321,Fraser,Anthony,CURSIO,3,N,Liberal Democrats,LDP,2349
321,Fraser,Bella,MITCHELL-SEARS,4,N,The Greens,GRN,17078
321,Fraser,Keith James Aaron,RAYMOND,5,N,United Australia Party,UAPP,4088
321,Fraser,Sabine,de PYLE,6,N,Pauline Hanson's One Nation,ON,2695
321,Fraser,Catherine,ROBERTSON,7,N,Victorian Socialists,VNS,4429
321,Fraser,Informal,Informal,999,N,Independent,,4258
212,Gellibrand,Suzette,RODOREDA,1,N,The Greens,GRN,15241
212,Gellibrand,Monica,CLARK,2,N,Liberal,LP,24869
212,Gellibrand,Sharynn,MOORS,3,N,Australian Federation Party,CYA,1135
212,Gellibrand,Andrew,CHARLES,4,N,Victorian Socialists,VNS,1503
212,Gellibrand,Abraham,ISAC,5,N,United Australia Party,UAPP,5080
212,Gellibrand,Chloe,GLASSON,6,N,Liberal Democrats,LDP,2185
212,Gellibrand,Rob,BRADDOCK,7,N,Pauline Hanson's One Nation,ON,2802
212,Gellibrand,Tim,WATTS,8,Y,Australian Labor Party,ALP,39382
212,Gellibrand,Informal,Informal,999,N,Independent,,4729
213,Gippsland,Greg,HANSFORD,1,N,Pauline Hanson's One Nation,ON,9443
213,Gippsland,Darren,CHESTER,2,Y,The Nationals,NP,54635
213,Gippsland,Gregory Emil,FORSTER,3,N,United Australia Party,UAPP,4593
213,Gippsland,Marjorie,THORPE,4,N,The Greens,GRN,8545
213,Gippsland,Jim,McDONALD,5,N,Liberal Democrats,LDP,4286
213,Gippsland,Jannette,LANGLEY,6,N,Australian Labor Party,ALP,19404
213,Gippsland,Informal,Informal,999,N,Independent,,3073
214,Goldstein,Alana,GALLI-McROSTIE,1,N,The Greens,GRN,7683
214,Goldstein,Ellie Jean,SULLIVAN,2,N,Derryn Hinch's Justice Party,DHJP,589
214,Goldstein,Brandon,HOULT,3,N,Sustainable Australia Party - Stop Overdevelopment / Corruption,SPP,443
214,Goldstein,David,SEGAL,4,N,Liberal Democrats,LDP,2072
214,Goldstein,Zoe,DANIEL,5,Y,Independent,IND,33815
214,Goldstein,Lisa,STARK,6,N,Pauline Hanson's One Nation,ON,1239
214,Goldstein,Catherine Frances,REYNOLDS,7,N,United Australia Party,UAPP,1840
214,Goldstein,Tim,WILSON,8,N,Liberal,LP,39607
214,Goldstein,Martyn,ABBOTT,9,N,Australian Labor Party,ALP,10799
214,Goldstein,Informal,Informal,999,N,Independent,,3487
309,Gorton,Daniel,CONNOR,1,N,Pauline Hanson's One Nation,ON,6719
309,Gorton,Praise,MORRIS,2,N,The Greens,GRN,8325
309,Gorton,Michael,VIRAG,3,N,United Australia Party,UAPP,7082
309,Gorton,Belle,GIBSON,4,N,Victorian Socialists,VNS,2064
309,Gorton,Brendan,O'CONNOR,5,Y,Australian Labor Party,ALP,38178
309,Gorton,Steven J,LONCAR,6,N,Independent,IND,2341
309,Gorton,Tony,DOBRAN,7,N,The Great Australian Party,GAP,1312
309,Gorton,Paul,LASSIG,8,N,Australian Federation Party,CYA,1063
309,Gorton,John,FLETCHER,9,N,Liberal,LP,25350
309,Gorton,Informal,Informal,999,N,Independent,,7089
326,Hawke,Michael,WILLIAMS,1,N,Australian Federation Party,CYA,1926
326,Hawke,Michael Edward,LACEY,2,N,The Great Australian Party,GAP,1827
326,Hawke,Sam,RAE,3,Y,Australian Labor Party,ALP,32020
326,Hawke,Jarrod James,BINGHAM,4,N,Independent,IND,6908
326,Hawke,Max,MARTUCCI,5,N,TNL,TNL,1432
326,Hawke,Enamul,HAQUE,6,N,Liberal,LP,22960
326,Hawke,Lynda,WHEELOCK,7,N,The Greens,GRN,7785
326,Hawke,Nick,SUDUK,8,N,Pauline Hanson's One Nation,ON,4872
326,Hawke,Glenn,VESSEY,9,N,Citizens Party,CEC,434
326,Hawke,Jack,HYNES,10,N,Victorian Socialists,VNS,889
326,Hawke,Andrew Glenn,CUTHBERTSON,11,N,United Australia Party,UAPP,6131
326,Hawke,Informal,Informal,999,N,Independent,,7735
215,Higgins,Matthew,FORD,1,N,Liberal Democrats,LDP,2648
215,Higgins,Ingram Magnus,SPENCER,2,N,United Australia Party,UAPP,1917
215,Higgins,Alicia,WALKER,3,N,Animal Justice Party,AJP,1295
215,Higgins,Katie,ALLEN,4,N,Liberal,LP,38859
215,Higgins,Andrew,JOHNSON,5,N,Reason Australia,REAS,1458
215,Higgins,Michelle,ANANDA-RAJAH,6,Y,Australian Labor Party,ALP,27187
215,Higgins,Suzie,MENOUDAKIS,7,N,Australian Federation Party,CYA,515
215,Higgins,Sonya,SEMMENS,8,N,The Greens,GRN,21632
215,Higgins,Informal,Informal,999,N,Independent,,2774
216,Holt,Ravi,RAGUPATHY,1,N,Independent,IND,2673
216,Holt,Cassandra,FERNANDO,2,Y,Australian Labor Party,ALP,36326
216,Holt,Gerardine,HANSEN,3,N,United Australia Party,UAPP,8592
216,Holt,Sandy,AMBARD,4,N,Pauline Hanson's One Nation,ON,4295
216,Holt,Gregory,SALDANHA,5,N,Australian Federation Party,CYA,730
216,Holt,Matthew,NUNEZ-SILVA,6,N,Liberal Democrats,LDP,2423
216,Holt,Sujit,MATHEW,7,N,The Greens,GRN,7583
216,Holt,Ranj,PERERA,8,N,Liberal,LP,26274
216,Holt,Informal,Informal,999,N,Independent,,6227
217,Hotham,Edward,SOK,1,N,Liberal Democrats,LDP,6591
217,Hotham,Clare,O'NEIL,2,Y,Australian Labor Party,ALP,47135
217,Hotham,Louisa,WILLOUGHBY,3,N,The Greens,GRN,12408
217,Hotham,Bruce Scott,RIDGWAY,4,N,United Australia Party,UAPP,5869
217,Hotham,Roger,TULL,5,N,Pauline Hanson's One Nation,ON,2926
217,Hotham,Savitri,BEVINAKOPPA,6,N,Liberal,LP,25273
217,Hotham,Informal,Informal,999,N,Independent,,3688
218,Indi,Angel,ALEKSOV,1,N,Animal Justice Party,AJP,1749
218,Indi,Helen,HAINES,2,Y,Independent,IND,41319
218,Indi,Lachlan,O'CONNELL,3,N,Derryn Hinch's Justice Party,DHJP,1074
218,Indi,Stephen,WILLIAMS,4,N,United Australia Party,UAPP,2558
218,Indi,Beth,STEVENS,5,N,Pauline Hanson's One Nation,ON,5366
218,Indi,Benjamin,GILBERT,6,N,The Greens,GRN,3626
218,Indi,Liz,FISHER,7,N,The Nationals,NP,3854
218,Indi,Nadia,DAVID,8,N,Australian Labor Party,ALP,8723
218,Indi,Julian,FIDGE,9,N,Liberal Democrats,LDP,2300
218,Indi,Ross,LYMAN,10,N,Liberal,LP,30995
218,Indi,Informal,Informal,999,N,Independent,,5880
219,Isaacs,Boris,SOKIRANSKY,1,N,Pauline Hanson's One Nation,ON,3130
219,Isaacs,Mark,DREYFUS,2,Y,Australian Labor Party,ALP,39228
219,Isaacs,Sarah,O'DONNELL,3,N,Liberal Democrats,LDP,4785
219,Isaacs,Robbie,BEATON,4,N,Liberal,LP,31306
219,Isaacs,Alex,BRESKIN,5,N,The Greens,GRN,12621
219,Isaacs,Alix,LIVINGSTONE,6,N,Animal Justice Party,AJP,2259
219,Isaacs,Scott Anson,McCAMISH,7,N,United Australia Party,UAPP,4855
219,Isaacs,Informal,Informal,999,N,Independent,,3382
220,Jagajaga,Kate,THWAITES,1,Y,Australian Labor Party,ALP,41412
220,Jagajaga,Brendan,PALMARINI,2,N,Australian Federation Party,CYA,764
220,Jagajaga,Allison,ZELINKA,3,N,United Australia Party,UAPP,3493
220,Jagajaga,Zahra,MUSTAF,4,N,Independent,IND,3150
220,Jagajaga,Maya,TESA,5,N,Liberal Democrats,LDP,3760
220,Jagajaga,Liz,CHASE,6,N,The Greens,GRN,16855
220,Jagajaga,John,BOOKER,7,N,Pauline Hanson's One Nation,ON,2274
220,Jagajaga,Sahil,TOMAR,8,N,Liberal,LP,29535
220,Jagajaga,Informal,Informal,999,N,Independent,,4003
221,Kooyong,Monique,RYAN,1,Y,Independent,IND,41303
221,Kooyong,Scott Andrew,HARDIMAN,2,N,United Australia Party,UAPP,1011
221,Kooyong,Alexandra,THOM,3,N,Liberal Democrats,LDP,1080
221,Kooyong,Michele,DALE,4,N,Derryn Hinch's Justice Party,DHJP,177
221,Kooyong,Josh,COYNE,5,N,Pauline Hanson's One Nation,ON,741
221,Kooyong,Will,ANDERSON,6,N,Independent,IND,265
221,Kooyong,Josh,FRYDENBERG,7,N,Liberal,LP,43736
221,Kooyong,Peter,LYNCH,8,N,Australian Labor Party,ALP,7091
221,Kooyong,Rachael,NEHMER,9,N,Animal Justice Party,AJP,500
221,Kooyong,Piers,MITCHEM,10,N,The Greens,GRN,6461
221,Kooyong,David,CONNOLLY,11,N,Australian Values Party,AUVA,152
221,Kooyong,Informal,Informal,999,N,Independent,,3046
223,La Trobe,Jason,WOOD,1,Y,Liberal,LP,41786
223,La Trobe,Hadden,ERVIN,2,N,Pauline Hanson's One Nation,ON,4555
223,La Trobe,Michael,SCHILLING,3,N,The Greens,GRN,9980
223,La Trobe,Merryn,MOTT,4,N,United Australia Party,UAPP,6182
223,La Trobe,,ABHIMANYU KUMAR,5,N,Australian Labor Party,ALP,23918
223,La Trobe,Rebecca,SKINNER,6,N,Australian Federation Party,CYA,890
223,La Trobe,Michael,ABELMAN,7,N,Liberal Democrats,LDP,1911
223,La Trobe,Helen,JEGES,8,N,Animal Justice Party,AJP,2450
223,La Trobe,Informal,Informal,999,N,Independent,,4483
222,Lalor,Aijaz,MOINUDDIN,1,N,Independent,IND,2535
222,Lalor,Claudio,URIBE,2,N,Victorian Socialists,VNS,1482
222,Lalor,Juanita Coral,PATERSON,3,N,United Australia Party,UAPP,6340
222,Lalor,Joanne,RYAN,4,Y,Australian Labor Party,ALP,39047
222,Lalor,Patrizia,BARCATTA,5,N,Liberal Democrats,LDP,3403
222,Lalor,Peter,MALLIAROS,6,N,Australian Federation Party,CYA,951
222,Lalor,James,INGARFILL,7,N,Pauline Hanson's One Nation,ON,3489
222,Lalor,Jack,BODDEKE,8,N,The Greens,GRN,9192
222,Lalor,Ravi,GADDIPATI,9,N,Liberal,LP,22083
222,Lalor,Informal,Informal,999,N,Independent,,5752
322,Macnamara,John B,MYERS,1,N,Independent,IND,1835
322,Macnamara,Colleen,HARKIN,2,N,Liberal,LP,26976
322,Macnamara,Josh,BURNS,3,Y,Australian Labor Party,ALP,29552
322,Macnamara,Debera,ANNE,4,N,Pauline Hanson's One Nation,ON,1349
322,Macnamara,Rob,McCATHIE,5,N,Liberal Democrats,LDP,1946
322,Macnamara,Ben,SCHULTZ,6,N,Animal Justice Party,AJP,1724
322,Macnamara,Steph,HODGINS-MAY,7,N,The Greens,GRN,27587
322,Macnamara,Jane Elizabeth,HICKEY,8,N,United Australia Party,UAPP,2062
322,Macnamara,Informal,Informal,999,N,Independent,,3302
224,Mallee,Anne,WEBSTER,1,Y,The Nationals,NP,50187
224,Mallee,Sophie,BALDWIN,2,N,Independent,IND,10256
224,Mallee,Claudia,HAENEL,3,N,Independent,IND,2196
224,Mallee,Chris,LAHY,4,N,Citizens Party,CEC,822
224,Mallee,Carole,HART,5,N,Australian Labor Party,ALP,17133
224,Mallee,Sam,McCOLL,6,N,The Greens,GRN,5463
224,Mallee,Stuart William,KING,7,N,United Australia Party,UAPP,9271
224,Mallee,Vanessa,ATKINSON,8,N,Pauline Hanson's One Nation,ON,6901
224,Mallee,Informal,Informal,999,N,Independent,,6113
225,Maribyrnong,Mark Michael,HOBART,1,N,The Great Australian Party,GAP,1741
225,Maribyrnong,Daniel Nair,DADICH,2,N,Victorian Socialists,VNS,1837
225,Maribyrnong,Bill,SHORTEN,3,Y,Australian Labor Party,ALP,39792
225,Maribyrnong,Jodie,TINDAL,4,N,Pauline Hanson's One Nation,ON,2227
225,Maribyrnong,Darren,BESANKO,5,N,United Australia Party,UAPP,3433
225,Maribyrnong,Mira,D'SILVA,6,N,Liberal,LP,25493
225,Maribyrnong,Rhonda,PRYOR,7,N,The Greens,GRN,15278
225,Maribyrnong,Alexander Anthony,ANSALONE,8,N,Australian Federation Party,CYA,590
225,Maribyrnong,Cameron,SMITH,9,N,Liberal Democrats,LDP,3577
225,Maribyrnong,Informal,Informal,999,N,Independent,,4917
226,McEwen,Neil,BARKER,1,N,The Greens,GRN,13524
226,McEwen,Paul Joseph,McRAE,2,N,United Australia Party,UAPP,5474
226,McEwen,Christopher,NEIL,3,N,Australian Federation Party,CYA,1721
226,McEwen,Chris,BRADBURY,4,N,Pauline Hanson's One Nation,ON,5387
226,McEwen,John,HERRON,5,N,Liberal Democrats,LDP,2579
226,McEwen,Richard,WELCH,6,N,Liberal,LP,31796
226,McEwen,Rob,MITCHELL,7,Y,Australian Labor Party,ALP,35238
226,McEwen,Informal,Informal,999,N,Independent,,3918
228,Melbourne,Justin,BORG,1,N,United Australia Party,UAPP,1709
228,Melbourne,Keir,PATERSON,2,N,Australian Labor Party,ALP,24155
228,Melbourne,Adam,BANDT,3,Y,The Greens,GRN,47883
228,Melbourne,James,DAMCHES,4,N,Liberal,LP,14660
228,Melbourne,Richard,PEPPARD,5,N,Liberal Democrats,LDP,1596
228,Melbourne,Scott,ROBSON,6,N,Independent,IND,1094
228,Melbourne,Walter,STRAGAN,7,N,Pauline Hanson's One Nation,ON,937
228,Melbourne,Bruce,POON,8,N,Animal Justice Party,AJP,1316
228,Melbourne,Colleen,BOLGER,9,N,Victorian Socialists,VNS,3156
228,Melbourne,Informal,Informal,999,N,Independent,,2993
229,Menzies,Naomi,OAKLEY,1,N,Australian Labor Party,ALP,33635
229,Menzies,Sanjeev,SABHLOK,2,N,Australian Federation Party,CYA,968
229,Menzies,Greg,CHEESMAN,3,N,Liberal Democrats,LDP,3646
229,Menzies,John,HAYES,4,N,Pauline Hanson's One Nation,ON,2312
229,Menzies,Keith,WOLAHAN,5,Y,Liberal,LP,42526
229,Menzies,Bill,PHEASANT,6,N,The Greens,GRN,14289
229,Menzies,Nathan,SCAGLIONE,7,N,United Australia Party,UAPP,3643
229,Menzies,Informal,Informal,999,N,Independent,,3355
323,Monash,Mat,MORGAN,1,N,The Greens,GRN,9533
323,Monash,Russell,BROADBENT,2,Y,Liberal,LP,36546
323,Monash,Deb,LEONARD,3,N,Independent,IND,10372
323,Monash,Allan,HICKEN,4,N,Pauline Hanson's One Nation,ON,7289
323,Monash,David Matthew,WELSH,5,N,Australian Federation Party,CYA,674
323,Monash,Jessica,O'DONNELL,6,N,Australian Labor Party,ALP,24759
323,Monash,Meg,EDWARDS,7,N,Liberal Democrats,LDP,3548
323,Monash,Christine Ann,McSHANE,8,N,United Australia Party,UAPP,3991
323,Monash,Informal,Informal,999,N,Independent,,4752
324,Nicholls,Tim,LAIRD,1,N,Liberal Democrats,LDP,3366
324,Nicholls,Sam,BIRRELL,2,Y,The Nationals,NP,24886
324,Nicholls,Rikkie-Lee,TYRRELL,3,N,Pauline Hanson's One Nation,ON,6219
324,Nicholls,Bill,LODWICK,4,N,Australian Labor Party,ALP,10970
324,Nicholls,Jeff,DAVY,5,N,Citizens Party,CEC,377
324,Nicholls,Robert,PETERSON,6,N,United Australia Party,UAPP,3821
324,Nicholls,Ian,CHRISTOE,7,N,The Greens,GRN,3058
324,Nicholls,Andrea,OTTO,8,N,"FUSION: Science, Pirate, Secular, Climate Emergency",SOPA,653
324,Nicholls,Steve,BROOKS,9,N,Liberal,LP,17187
324,Nicholls,Eleonor,TABONE,10,N,Australian Federation Party,CYA,367
324,Nicholls,Rob,PRIESTLY,11,N,Independent,IND,24287
324,Nicholls,Informal,Informal,999,N,Independent,,8159
232,Scullin,Patchouli,PATERSON,1,N,The Greens,GRN,9953
232,Scullin,Ursula,van BREE,2,N,Pauline Hanson's One Nation,ON,5907
232,Scullin,Eric,KOELMEYER,3,N,Liberal Democrats,LDP,3422
232,Scullin,Andrew,GILES,4,Y,Australian Labor Party,ALP,42147
232,Scullin,Yassin,ALBARRI,5,N,United Australia Party,UAPP,7444
232,Scullin,Virosh,PERERA,6,N,Liberal,LP,19780
232,Scullin,Cameron,ROWE,7,N,Victorian Socialists,VNS,2469
232,Scullin,Informal,Informal,999,N,Independent,,5494
233,Wannon,Graham,GARNER,1,N,Independent,IND,2346
233,Wannon,Dan,TEHAN,2,Y,Liberal,LP,44948
233,Wannon,Ronnie,GRAHAM,3,N,Pauline Hanson's One Nation,ON,3275
233,Wannon,Hilary,McALLISTER,4,N,The Greens,GRN,6444
233,Wannon,Alex,DYSON,5,N,Independent,IND,19504
233,Wannon,Craige,KENSEN,6,N,United Australia Party,UAPP,3308
233,Wannon,Amanda,MEAD,7,N,Liberal Democrats,LDP,1973
233,Wannon,Gilbert,WILSON,8,N,Australian Labor Party,ALP,19303
233,Wannon,Informal,Informal,999,N,Independent,,5603
234,Wills,Tom,WRIGHT,1,N,Liberal,LP,15771
234,Wills,Jill,TINDAL,2,N,Pauline Hanson's One Nation,ON,2554
234,Wills,Emma,BLACK,3,N,Victorian Socialists,VNS,2714
234,Wills,Sam,SERGI,4,N,Australian Federation Party,CYA,789
234,Wills,Sue,BOLTON,5,N,Socialist Alliance,SAL,3096
234,Wills,Irene,ZIVKOVIC,6,N,United Australia Party,UAPP,3352
234,Wills,Peter,KHALIL,7,Y,Australian Labor Party,ALP,35449
234,Wills,Leah,HORSFALL,8,N,Animal Justice Party,AJP,1680
234,Wills,Sarah,JEFFORD,9,N,The Greens,GRN,25793
234,Wills,Informal,Informal,999,N,Independent,,4855
235,Brand,Madeleine,KING,1,Y,Australian Labor Party,ALP,48031
235,Brand,Malcolm,HEFFERNAN,2,N,Australian Federation Party,CYA,598
235,Brand,Peter,HUDSON,3,N,Liberal,LP,21056
235,Brand,David,PIKE,4,N,United Australia Party,UAPP,2711
235,Brand,Heather,LONSDALE,5,N,The Greens (WA),GRN,10900
235,Brand,Jayne,CRICHTON,6,N,Australian Christians,AUC,2090
235,Brand,Michael,O'LOGHLEN,7,N,WESTERN AUSTRALIA PARTY,WAP,2592
235,Brand,Alison,MARSHALL,8,N,Liberal Democrats,LDP,1074
235,Brand,Andrew,GLEESON,9,N,The Great Australian Party,GAP,1490
235,Brand,Jake,TAYLOR,10,N,Pauline Hanson's One Nation,ON,5139
235,Brand,Informal,Informal,999,N,Independent,,6551
317,Burt,Michele,CASTLE,1,N,Australian Federation Party,CYA,1741
317,Burt,Travis,CARTER,2,N,Pauline Hanson's One Nation,ON,4436
317,Burt,Joshua,McCURRY,3,N,United Australia Party,UAPP,2274
317,Burt,Daniel,GARLETT,4,N,The Greens (WA),GRN,9004
317,Burt,Stephen,PHELAN,5,N,WESTERN AUSTRALIA PARTY,WAP,2390
317,Burt,David,GOODE,6,N,Liberal,LP,21009
317,Burt,Warnar,SPYKER,7,N,Australian Christians,AUC,3428
317,Burt,Matt,KEOGH,8,Y,Australian Labor Party,ALP,47268
317,Burt,Informal,Informal,999,N,Independent,,5675
236,Canning,Andrew,HASTIE,1,Y,Liberal,LP,41294
236,Canning,Amanda,HUNT,2,N,Australian Labor Party,ALP,30897
236,Canning,Tammi,SIWES,3,N,Pauline Hanson's One Nation,ON,4215
236,Canning,Anthony,GARDYNE,4,N,Australian Federation Party,CYA,628
